stop_id,stop_name
405062,NORTH END AV/WARREN ST
405063,MURRAY ST/NORTH END AV
405065,WEST ST/CHAMBERS ST
405066,LEXINGTON AV/E 89 ST
405069,AMSTERDAM AV/W 175 ST
405070,AMSTERDAM AV/W 165 ST
405071,W 70 ST/WEST END AV
405073,AMSTERDAM AV/W 158 ST
405074,AMSTERDAM AV/W 152 ST
405075,AMSTERDAM AV/W 164 ST
405076,AMSTERDAM AV/W 167 ST
405077,AMSTERDAM AV/W 176 ST
405078,AMSTERDAM AV/W 135 ST
405079,AMSTERDAM AV/W 125 ST
405084,BROAD ST/WATER ST
405086,WEST END AV/WEST 70 ST
405087,MANHATTAN AV/W 111 ST
405091,FT GEORGE AV/66 FORT GEORGE AV
405092,MANHATTAN AV/W 113 ST
405093,MANHATTAN AV/W 119 ST
405098,1 AV / 4 ST
405100,1 AV/E 82 ST
405103,AMSTERDAM AV/W 149 ST
405111,ST NICHOLAS AV/W 165 ST
405112,RIVERSIDE BL/W 69 ST
405118,W 42 ST/12 AV
405120,GREENWICH ST/HORATIO ST
405124,SOUTH END AV/GATEWAY PLAZA
405125,WEST THAMES ST/SOUTH END AV
405130,BOWERY/E 1 ST
405133,HUDSON ST/W 13 ST
405135,E 116 ST/3 AV
405138,1 AV/E 60 ST
405140,MAIN RDY/OPP GOLF CTR PARKING
405150,7 AV/WEST 14 ST
405151,10 AV/WEST 16 ST
405152, W 14 St/10 AV
405155,3 AV/E 9 ST
405157,11 AV/W 15 ST
405165,ESSEX ST/CANAL ST
405169,E 79 ST/LEXINGTON AV
405172,W HOUSTON ST/GREENE ST
405179,5 AV/W 44 ST
405181,3 AV/E 116 ST
405182,FRED DOUGLASS BL/W 125 ST
405185,AMSTERDAM AV/W 183 ST
405186,AMSTERDAM AV/W 185 ST
405193,E 49 ST/2 Av
405227,ST NICHOLAS AV/W 147 ST
405230,BROADWAY/DUANE ST
405231,E 23 ST/BROADWAY
405233,2 AV/E 92 ST
405234,BROADWAY/WEST 120 ST
405237,W 72 ST/BROADWAY
405241,E 42 ST/PARK AV
405247,FREDERICK DOUGLASS BL/114 ST
405248,BROADWAY/W 97 ST
405249,BROADWAY/W 97 ST
405256,TRINITY PL/MORRIS ST
405265,W 14 ST/9 AV
405266,BROADWAY/WALKER ST
405269,BOWERY/HESTER ST
405272,EAST 24 ST/LEXINGTON AV
405279,CHURCH ST/WARREN ST
405283,COLUMBUS AV/W 66 ST
405284,MALCOLM X BL/W 146 ST
405285,11 AV/W 34 ST
405289,FREDERICK DOUGLASS/W 121 ST
405290,COLUMBUS AV/W 63 ST
405291,7 AV/W 57 ST
405293,7 AV/WEST 55 ST
405297,7 AV/W 44 ST
405298,7 AV/W 17 ST
405299,W 58 ST/BROADWAY
405307,2 AV/E 89 ST
405308,WEST 66 ST/FREEDOM PL
405311,E HOUSTON ST/1 AV
405315,PLEASANT AV/E 117 ST
405316,9 AV/W 25 ST
405319,MADISON ST/CATHERINE ST
405320,ALLEN ST/GRAND ST
405323,1 AV/E 25 ST
405336,2 AV/E 28 ST
405337,WATER ST/GOUVERNEUR LA
405340,2 AV/E 13 ST
405342,2 AV/E 32 ST
405347,2 AV/E 106 ST
405348,2 AV/E 115 ST
405350,COLUMBIA ST/HOUSTON ST
405352,LEWIS ST/GRAND ST
405353,WEST END AV/W 61 ST
405359,PIKE ST/SOUTH  ST
405361,E HOUSTON ST/CROSBY ST
405365,E 72 ST/2 AV
405368,1 AV/E 23 ST
405369,E 79 ST/3 AV
405372,GRAND ST/FDR DRIVE
405373,ALLEN ST/HESTER ST
405374,W 41 ST/8 AV
405376,BROADWAY/WEST 57 ST
405377,BROADWAY/FRANKLIN ST
405380,MADISON AV/E 28 ST
405384,FREDERICK DOUGLASS BL/125 ST
405389,YORK AV/E 62 ST
405390,E 23 ST/1 AV
405393,8 AV/W  56 ST
405394,BROADWAY/WEST 105 ST
405396,1 AV/E 27 ST
405443,11 AV/W 54 ST
405444,11 AV/W 50 ST
405445,11 AV/ W 47 ST
405446,11 AV/W 44 ST
405447,11 AV/W 38 ST
405450,11 AV/W 26 ST
405451,11 AV/W 23 ST
405452,8 Av/W 12 ST
405455,12 AV/ W 27 ST
405456,12 AV/W 30 ST
405457,12 AV/W 33 ST
405458,12 AV/ W 40 ST
405459,12 AV/W 52 ST
405460,12 AV/W 55 ST
405468,WEST END AV/W 64 ST
405480,3 AV/E 57 ST
405486,5 AV/W 36 ST
405488,3 AV/E 53 ST
405489,MADISON AV/E 67 ST
405490,MADISON AV/E 63 ST
405491,5 AV/E 69 ST
405512,10 AV/W 40 ST
405531,11 AV/ W 18 ST
405541,BROADWAY/W 89 ST
405562,11 AV/W 58 ST
405564,11 AV/W 29 ST
414350,MAIN RWDY/TENNIS CENTER 2
450051,3 AV/E 63 ST
450123,5 AV/W 50 ST
450222,W 18 ST / 10 AV
503357,HOYT AV/31 ST
503848,LAGUARDIA/TERMINALS  C & D
503853,LAGUARDIA/TERMINAL A - MARINE AIR TERMINAL
503855,DITMARS BL/GRAND CENTRAL PY
503870,ASTORIA BL/STEINWAY ST
503876,23 AV/87 ST
504007,HOYT AV/31 ST
504023,94 ST/23 AV
504417,23 AV/82 ST
504423,ASTORIA BL S/77 ST
504517,ASTORIA BL N/77 ST
505254,ASTORIA BL S/STEINWAY ST
803001,W 57 ST/8 AV
803002,SOUTH ST/WHITEHALL ST
803003,146 ST/LENOX AV
803008,W 58 St/BROADWAY
803019,SOUTH ST/WHITEHALL ST
803020,AMSTERDAM AV/193 ST
803021,HELL GATE CIRCLE/CENTRAL RD
803024,W 146 ST/MALCOLM X  BL
803026,SUNKEN GARDEN LOOP/CHARLES H GAY CTR
803028,HELL GATE CIRCLE/Nr Tom CLARKE Bldg
803029,HELL GATE CIRCLE/Opp ODYSSEY House
803030,HELL GATE CIRCLE/FIELD 61
803034,SUNKEN GARDEN LOOP/Charles Gay CTR
803054,E 126 ST/2 AV
803055,12 AV/42 ST
803056,W 66 ST/FREEDOM PL
803057,W 66 ST/WEST END AV
803058,E 72 ST/YORK AV
803059,PLEASANT AV/E 120 ST
803066,E 105 ST/FDR DR
803067,MARGARET CORBIN DR/CLOISTERS
803077,PARK ROW/WORTH ST
803079,W 34 ST/HUDSON BL
803080,W 44 ST/6 AV
803081,W 44 St/6 AV
803082,W 31 ST/6 AV
803083,6 AV/W 31 ST
803094,VESEY ST/NORTH END AV
803095,W 57 ST/5 AV
803098,8 AV/W 34 ST
803099,9 AV/W 42 ST
803105,WARREN ST/CHURCH ST
803106,MURRAY ST/CHURCH ST
803107,MURRAY ST/GREENWICH ST
803108,SOUTH END AV/ALBANY ST
803109,E HOUSTON ST/FORSYTH ST
803115,GRAND ST/FDR DR
803117,E 57 ST/MADISON AV
803120,SOUTH FERRY/TERMINAL
803121,SOUTH FERRY/TERMINAL
803130,W 34 ST/12 AV
803131,W 34 ST/12 AV
803144,W 41 ST/8 AV
803147,WARREN ST/GREENWICH ST
803151,49 ST/1 AV
803153,E 126 ST/2 AV
803154,E 126 ST/2 AV
803156,BROADWAY / W 123 ST
803157,BROADWAY / W 135 ST
803158,LEXINGTON AV/E 64 ST
803159,YORK AV/E 74 ST
803160,AV OF THE AMERICAS/SPRING ST
803161,AMSTERDAM AV/W 120 ST
803162,5 AV/E 81 ST
803163,LEXINGTON AV/E 52 ST
803164,BATTERY PL/WASHINGTON ST
803165,MALCOLM X BL/W 124 ST
803166,W 86 ST/BROADWAY
803177,AV D/LOOP
803180,E 96 ST/5 AV
803182,2 AV/E 96 ST
803184,STATE ST/WHITEHALL ST
803185,STATE ST/WHITEHALL ST
803192,CENTRE ST/BROOME ST
803193,AV A/E 14 ST
803194,RIVERBANK/STATE PARK
803195,RIVERBANK/STATE PARK
803215,triboro br/ramp
803228,2 AV/E 111 ST
803238,RIVERS EDGE RD/MAN PSYCH CTR ENT
803239,MAIN ROADWAY/RIVERS EDGE RD
804142,LAGUARDIA/TERMINALS  C & D
804143,LAGUARDIA INTERNAL RY/term c loop
823252,LEWIS ST/Delancy (not used)
903002,AV C/E 20 ST
903003,E 97 ST/1 AV
903004,W 96 ST/WEST END AV
903025,GRAND ST/FDR DR
903027,WATERSIDE/WATERSIDE
903028,FERRY TERMINAL/FDR DR
903030,WEST ST/CHRISTOPHER ST
903042,3 AV /E 125 ST
903046,E 41 ST/1 AV
903048,E 8 ST/LAFAYETTE ST
903049,168 ST/AUDUBON AV
903054,MADISON ST/ST JAMES PL
903063,8 AV/12 ST
903074,W 54 ST/11 AV
903075,LEXINGTON AV/E 125 ST
903078,W 43 ST/9 AV
903080,1 AV/E 26 ST
903082,12 AV/W 42 ST
903088,DELANCY ST/COLUMBIA ST
903089,AMSTERDAM AV/W 129 ST
903092,BROADWAY/W 133 ST
903093,1 AV/E 1 ST
903094,E 60 ST/YORK AV
903102,1 AV/ E 97 ST
903105,LEXINGTON AV/E 68 ST
903128,E 32 ST/5 AV
903129,2 AV/E 86 ST
903130,CENTRE ST/BROOME ST
903147,ASTOR PL/3 AV
903148,3 AV/ASTOR PL
903169,central park south/7 Av (does not stop)
903176,AV OF THE AMERICAS/W 14 ST
903209,Columbus Circle (does not stop)
903218,"W 72 ST/Amsterdam av ( non-public,for GEO)"
903219,FT GEORGE AV/66 FT GEORGE AV
903228,110 ST/FREDERICK DOUGLAS BL
903229,BROADWAY/W 131 ST
903230,BROADWAY/W 133 ST
903231,W 178 ST/BROADWAY
903232,10 AV/W15 (does not stop)
903233,COL circle- does not stop
903234,W 58 ST/BROADWAY (does not stop)
903236,BROADWAY/W 135 ST
903237,11 AV / W 17 ST
903250,AV A/E HOUSTON ST
903266,2 AV/E 33 ST
903267,10 AV/W 34 ST
903275,1 AV/E 97 ST
903276,COOPER SQ/E 4 ST
903280,PARK ROW/SPRUCE ST
903281,PARK ROW/BEEKMAN ST
903282,PARK ROW/BEEKMAN ST
904046,lga/circle
904201,LGA-SBS60 W.B. (does not stop)
904202,LGA-MAT M60 W.B. (does not stop)
904242,LAGUARDIA/TERMINAL B
904245,La Guardia Rd/new road to Term B
904246,LAGUARDIA RD/94 ST
904918,EAST 92 ST/YORK AV
904920,PIKE ST/SOUTH ST
